,CZ_NAME_STR,date,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,dew_point_2m_mean,dew_point_2m_max,dew_point_2m_min,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,tornado_occurred,time_of_year
15,None,2000-01-17,None,0.0,0.0,71.0,19.21475,25.8485,13.158501,0.011811024,0.0,0.13779527,12.670191,24.159601,152.27672,13.04975,21.7085,3.9785004,76.742836,90.57826,64.97164,995.10516,1003.37683,988.36865,0,1
16,None,2000-01-18,None,0.0,0.0,2.0,17.5085,22.2485,8.298502,0.0,0.0,0.0,9.496058,19.461899,281.83954,11.84975,19.9085,4.6985016,78.53774,90.55934,63.7924,989.70306,992.3276,986.9042,0,1
17,None,2000-01-19,None,0.0,0.0,75.0,7.43975,12.9785,-0.88150024,0.29133856,0.0,2.066929,11.106429,22.8174,355.78488,2.9884996,7.3985023,-4.121502,81.75129,88.39902,75.14561,985.8013,990.0423,983.4641,0,1
18,None,2000-01-20,None,0.0,0.0,3.0,-3.7502506,5.598501,-13.841499,0.0,0.0,0.0,9.681327,17.896,291.7852,-9.847751,-1.8715019,-18.8815,74.571815,78.89902,65.28451,991.0909,992.50195,990.4469,0,1
19,None,2000-01-21,None,0.0,0.0,71.0,-4.7665014,4.6084995,-14.021503,0.003937008,0.0,0.08267716,8.142803,14.764199,66.4477,-11.602748,-1.6015015,-19.0615,72.096245,78.61283,58.76246,989.70294,991.9424,984.6808,0,1
20,None,2000-01-22,None,0.0,0.0,3.0,13.71725,22.2485,5.7784996,0.0,0.0,0.0,14.455936,25.278101,230.19446,7.586001,13.9685,-0.52150345,76.3155,84.23323,69.749176,979.7071,984.2828,977.2136,0,1
21,None,2000-01-23,None,0.0,0.0,3.0,2.6734993,11.6285,-3.3115005,0.0,0.0,0.0,13.311561,24.607,290.59296,-4.747751,4.428501,-8.801502,70.75655,76.693596,59.99661,986.4969,990.07275,981.995,0,1
22,None,2000-01-24,None,0.0,0.0,71.0,8.320999,21.078499,-5.921501,0.0,0.0,0.027559055,9.908673,20.580399,253.77322,1.3422495,13.608501,-11.051502,73.02143,78.1412,61.14796,985.10297,989.41956,982.2309,0,1
23,None,2000-01-25,None,0.0,0.0,3.0,11.426002,17.7485,1.1885014,0.0,0.0,0.0,12.8135395,26.3966,335.3476,3.614749,10.7285,-4.751503,70.6235,79.54097,57.111725,992.324,995.2479,988.0297,0,1
24,None,2000-01-26,None,0.0,0.0,0.0,1.5259995,13.428501,-7.721504,0.0,0.0,0.0,6.409698,8.948,21.95644,-6.2027497,-0.43149948,-12.0415,70.36399,81.577644,49.982136,996.7583,998.5325,994.85986,0,1
25,None,2000-01-27,None,0.0,0.0,1.0,4.0122495,17.4785,-11.141502,0.0,0.0,0.0,7.0740147,10.9613,166.13025,-2.7677505,6.9485016,-14.561501,73.71647,84.750046,57.232227,1001.1053,1003.2283,998.453,0,1
26,None,2000-01-28,None,0.0,0.0,3.0,9.295999,21.9785,-0.34149933,0.0,0.0,0.0,6.711,10.7376,167.57768,3.266,13.428501,-4.751503,76.37223,83.71057,65.98466,1003.4284,1004.8714,1002.46484,0,1
27,None,2000-01-29,None,0.0,0.0,3.0,11.30225,24.8585,-1.8715019,0.0,0.0,0.0,7.2762704,10.5139,80.47186,5.756,15.3185005,-4.751503,78.71583,87.98751,62.801277,1000.8723,1002.88293,997.3704,0,1
28,None,2000-01-30,None,0.0,0.0,3.0,14.366001,26.2085,6.678501,0.0,0.0,0.0,8.643624,14.764199,316.33215,8.171,15.678501,2.5385017,76.67371,86.607445,58.766865,993.0046,997.3773,988.30365,0,1
29,None,2000-01-31,None,0.0,0.0,3.0,18.551,27.918499,11.358501,0.0,0.0,0.0,10.606305,21.6989,295.02118,12.963501,19.0085,7.1285,78.81867,87.21976,68.56077,984.24225,988.7858,981.98303,0,1
30,None,2000-02-01,None,0.0,0.0,3.0,20.849749,25.9385,13.248501,0.0,0.0,0.0,8.84959,17.0012,310.9192,14.666,18.1985,10.188501,77.144585,87.32251,60.949593,994.1052,996.51495,989.63837,0,2
31,None,2000-02-02,None,0.0,0.0,3.0,23.920998,35.7485,12.5285,0.0,0.0,0.0,13.407079,29.3047,209.19281,18.986002,32.0585,9.3785,81.42303,88.13244,71.14171,983.21625,993.8583,974.4843,0,2
32,None,2000-02-03,None,0.0,0.0,71.0,28.6685,35.5685,23.418499,0.031496063,0.0,0.38582674,16.183887,31.0943,312.0901,22.2035,31.4285,16.758501,76.62411,84.73339,64.84229,979.5672,986.5791,974.6952,0,2
33,None,2000-02-04,None,0.0,0.0,71.0,22.6985,25.8485,15.408501,0.0,0.0,0.05511811,11.515661,23.7122,322.4121,16.961002,20.4485,11.6285,78.63259,84.958565,67.00286,994.1797,997.32983,987.619,0,2
34,None,2000-02-05,None,0.0,0.0,3.0,20.530998,32.3285,13.0685005,0.0,0.0,0.0,9.986646,17.0012,272.9545,13.469752,21.9785,8.1185,74.48055,84.303505,57.267773,992.5947,995.15204,991.2532,0,2
35,None,2000-02-06,None,0.0,0.0,3.0,25.076002,35.3885,17.298502,0.0,0.0,0.0,8.2799225,15.4353,201.61482,20.440998,28.7285,13.8785,82.63638,91.50125,70.12183,989.72284,994.4934,986.1082,0,2
36,None,2000-02-07,None,0.0,0.0,3.0,21.723497,26.5685,14.328501,0.0,0.0,0.0,8.7357645,16.5538,327.82135,15.21725,22.4285,10.548502,76.26651,86.42285,59.875134,995.63617,998.9217,988.1026,0,2
37,None,2000-02-08,None,0.0,0.0,3.0,24.573502,38.7185,11.358501,0.0,0.0,0.0,13.108897,26.1729,206.12819,18.281,30.9785,7.758501,77.17976,85.46298,66.019264,987.09674,997.20264,977.50836,0,2
38,None,2000-02-09,None,0.0,0.0,71.0,32.343494,36.5585,29.8985,0.0,0.0,0.027559055,8.643624,18.119701,2.8438222,28.001,30.8885,26.0285,84.099945,92.243034,72.84066,982.3698,985.51184,978.1468,0,2
39,None,2000-02-10,None,0.0,0.0,71.0,23.219748,29.2685,11.358501,0.07086614,0.0,0.5511811,11.889818,24.8307,9.395762,18.843504,27.1985,4.6985016,83.2934,92.84578,71.14962,983.8855,989.902,980.4036,0,2
40,None,2000-02-11,None,0.0,0.0,0.0,5.3172507,14.418499,-3.7614975,0.0,0.0,0.0,9.064682,16.330101,313.64017,-2.5502508,3.4385014,-8.711498,70.13004,78.70484,51.438343,994.0193,996.4835,990.424,0,2
41,None,2000-02-12,None,0.0,0.0,73.0,9.30725,20.5385,-5.471504,0.10629922,0.0,0.7992126,6.8035703,13.6456995,157.69713,4.451,15.678501,-8.801502,80.418205,88.2321,72.25223,987.27905,992.04034,983.8981,0,2
42,None,2000-02-13,None,0.0,0.0,3.0,13.788501,20.718498,6.9485016,0.0,0.0,0.0,10.970427,22.5937,32.578476,7.796,11.6285,2.088501,77.29168,87.40383,59.525852,984.95184,986.43494,983.82367,0,2
43,None,2000-02-14,None,0.0,0.0,3.0,13.0234995,26.2085,2.2684994,0.0,0.0,0.0,8.191819,16.1064,221.21538,7.0572495,16.938501,-1.7815018,77.17292,85.74423,63.1601,983.8448,985.3176,982.5086,0,2
44,None,2000-02-15,None,0.0,0.0,75.0,21.956,30.2585,15.3185005,0.24409446,0.0,1.7913383,14.506043,29.528399,41.417534,18.11975,25.4885,11.898502,85.00241,89.47662,78.90753,979.4266,988.08777,972.99976,0,2
45,None,2000-02-16,None,0.0,0.0,3.0,12.146,18.918499,3.5284996,0.0,0.0,0.0,10.22189,22.5937,335.27887,3.2510006,13.0685005,-2.6814995,68.28449,82.561066,48.220585,997.16766,1000.17944,989.63306,0,2
46,None,2000-02-17,None,0.0,0.0,71.0,16.672249,25.1285,3.168499,0.102362186,0.0,0.85433054,7.7524233,14.764199,119.02372,11.448501,21.168499,-2.6814995,79.6451,91.53499,74.38777,995.0865,998.3898,991.80835,0,2
47,None,2000-02-18,None,0.0,0.0,71.0,23.38475,28.7285,20.4485,0.0,0.0,0.16535433,7.609089,16.330101,2.830968,18.547249,19.6385,17.3885,81.97957,91.2316,67.610954,991.54175,992.33563,990.6333,0,2
48,None,2000-02-19,None,0.0,0.0,3.0,21.89225,29.6285,14.508501,0.0,0.0,0.0,11.830748,23.2648,252.57396,15.914749,21.7085,10.3685,77.92202,87.66789,63.688095,991.1514,993.0761,988.4443,0,2
49,None,2000-02-20,None,0.0,0.0,3.0,25.724752,36.5585,15.3185005,0.0,0.0,0.0,8.565111,17.6723,227.9914,19.2635,26.5685,12.168499,77.08392,87.10757,57.52561,992.0322,994.15967,989.10986,0,2
50,None,2000-02-21,None,0.0,0.0,3.0,32.110996,43.9385,22.3385,0.0,0.0,0.0,8.5475645,17.6723,166.66719,27.404749,34.2185,19.6385,83.12704,91.70693,67.94594,984.7429,989.2203,980.7083,0,2
51,None,2000-02-22,None,0.0,0.0,3.0,37.061,46.9085,31.6085,0.0,0.0,0.0,5.956472,11.6324,168.45078,33.6635,36.7385,30.7085,87.85903,96.42551,66.85557,980.1369,981.2165,979.185,0,2
52,None,2000-02-23,None,0.0,0.0,61.0,39.35975,47.3585,33.0485,0.22834644,0.22834644,0.0,7.2210417,14.9879,98.51671,38.463497,44.8385,32.9585,96.65652,100.0,90.911224,981.1573,982.6236,979.8441,0,2
53,None,2000-02-24,None,0.0,0.0,3.0,40.28599,46.6385,36.1085,0.0,0.0,0.0,6.847559,12.3035,98.434784,38.932247,42.678497,35.6585,94.99569,98.93998,86.01078,980.6436,981.7096,979.5705,0,2
54,None,2000-02-25,None,0.0,0.0,63.0,47.67725,55.4585,41.4185,0.49212593,0.49212593,0.0,15.995724,41.160797,132.92767,46.151,52.5785,40.9685,94.53452,98.62248,89.12718,974.1391,981.7449,966.7063,0,2
55,None,2000-02-26,None,0.0,0.0,53.0,43.83725,53.5685,38.0885,0.047244094,0.047244094,0.0,17.58003,35.1209,209.00914,34.398502,50.598503,25.4885,70.10804,89.63863,46.041042,969.04926,976.7908,964.5239,0,2
56,None,2000-02-27,None,0.0,0.0,3.0,37.2935,46.7285,30.7085,0.0,0.0,0.0,12.26276,26.3966,282.9653,23.144747,30.5285,19.5485,58.533657,76.91049,34.067715,984.5969,989.8148,977.1155,0,2
57,None,2000-02-28,None,0.0,0.0,3.0,40.837254,53.6585,25.8485,0.0,0.0,0.0,17.190002,33.1076,152.52739,24.802246,32.2385,17.5685,54.020283,78.20858,40.701977,984.77496,989.9498,976.9766,0,2
58,None,2000-02-29,None,0.0,0.0,3.0,48.798496,56.7185,37.9085,0.0,0.0,0.0,15.716417,28.6336,236.91637,31.391,38.8985,24.1385,51.672832,62.6499,32.814728,976.09863,979.0066,974.9146,0,2
59,None,2000-03-01,None,0.0,0.0,3.0,35.69975,40.5185,30.7985,0.0,0.0,0.0,14.638255,30.6469,315.85394,22.361,26.2085,19.7285,58.46649,67.678246,46.707905,986.6196,993.6511,979.3143,0,3
60,None,2000-03-02,None,0.0,0.0,3.0,32.5685,41.7785,25.1285,0.0,0.0,0.0,6.299449,12.974601,51.732864,18.520998,21.6185,15.858501,57.024017,68.83231,39.784954,994.32324,996.46405,991.3341,0,3
61,None,2000-03-03,None,0.0,0.0,3.0,38.088497,52.9385,25.5785,0.0,0.0,0.0,10.439865,21.2515,205.61961,25.01975,32.7785,19.818499,61.43285,78.53282,39.727352,985.9175,990.70264,980.3254,0,3
62,None,2000-03-04,None,0.0,0.0,2.0,43.436005,56.5385,31.9685,0.0,0.0,0.0,9.933892,17.896,293.32532,35.774746,43.2185,30.9785,76.37525,96.0807,48.556553,980.17084,982.2218,978.391,0,3
63,None,2000-03-05,None,0.0,0.0,0.0,47.744755,65.7185,33.9485,0.0,0.0,0.0,8.385021,15.4353,145.35326,38.07725,45.288498,31.7885,71.34166,92.03051,45.87215,979.0634,980.28296,977.9812,0,3
64,None,2000-03-06,None,0.0,0.0,51.0,53.290997,64.638504,41.8685,0.011811024,0.011811024,0.0,14.518113,35.792,161.34973,40.762257,47.3585,35.8385,63.506638,79.01656,44.823578,979.55273,982.0503,976.2252,0,3
65,None,2000-03-07,None,0.0,0.0,3.0,58.79225,70.9385,45.7385,0.0,0.0,0.0,13.028484,24.607,202.55228,47.4335,56.3585,37.9985,66.78695,87.6045,51.795284,978.5476,980.58984,976.6498,0,3
66,None,2000-03-08,None,0.0,0.0,61.0,59.054752,68.2385,46.0085,0.48031494,0.48031494,0.0,14.872266,24.383299,170.66359,52.034744,56.3585,45.1985,79.68166,98.34149,46.155285,970.4905,977.1241,965.1629,0,3
67,None,2000-03-09,None,0.0,0.0,75.0,27.809746,39.8885,19.0085,0.503937,0.15748033,2.452756,16.8073,37.1342,17.138083,15.678501,38.1785,-0.251503,62.350994,97.15666,40.536335,984.118,992.543,967.99347,0,3
68,None,2000-03-10,None,0.0,0.0,3.0,21.415998,28.6385,15.768499,0.0,0.0,0.0,9.98915,20.133,46.73568,4.3835006,11.448502,-0.34149933,47.723125,55.276745,31.441275,993.43317,994.39026,992.35626,0,3
69,None,2000-03-11,None,0.0,0.0,3.0,25.473501,35.5685,14.328501,0.0,0.0,0.0,6.9383073,12.974601,276.3401,11.722252,20.0885,5.418499,56.22374,70.72989,44.180622,991.2705,993.0493,988.9916,0,3
70,None,2000-03-12,None,0.0,0.0,71.0,25.113503,29.5385,19.9085,0.011811024,0.0,0.11023622,7.147907,13.422,4.487794,13.9535,19.4585,10.188501,62.58575,71.37484,49.00021,992.2471,994.3921,990.2313,0,3
71,None,2000-03-13,None,0.0,0.0,3.0,28.046,38.8985,14.7785,0.0,0.0,0.0,11.720257,23.2648,241.92259,19.49225,27.2885,10.908501,70.621,85.681786,58.498604,988.6135,991.60425,986.35376,0,3
72,None,2000-03-14,None,0.0,0.0,3.0,34.173496,46.8185,23.418499,0.0,0.0,0.0,7.4361324,12.079801,261.87,25.567251,32.6885,20.5385,72.35462,88.6101,45.804966,984.19806,986.47626,980.571,0,3
73,None,2000-03-15,None,0.0,0.0,53.0,30.753502,35.0285,22.5185,0.04330709,0.04330709,0.0,13.876615,29.3047,353.32483,17.849752,29.9885,0.5584984,62.389515,91.94511,31.111399,984.3901,994.8378,975.5256,0,3
74,None,2000-03-16,None,0.0,0.0,3.0,23.8835,31.6085,16.038502,0.0,0.0,0.0,7.8804655,18.3434,3.2194145,0.05224927,2.8984985,-3.1315002,35.74496,51.05941,25.548777,996.7124,998.3155,995.25305,0,3
75,None,2000-03-17,None,0.0,0.0,3.0,26.95475,37.9085,16.668499,0.0,0.0,0.0,12.046614,25.949202,142.11841,3.1309993,17.0285,-4.9314995,36.59474,55.199226,22.479006,996.9875,1000.3214,991.1877,0,3
76,None,2000-03-18,None,0.0,0.0,73.0,33.83225,37.2785,31.5185,0.08661418,0.039370082,0.3582677,12.108764,23.2648,169.2381,27.085999,32.5085,17.7485,76.94497,96.426956,56.117855,990.2591,991.1547,989.633,0,3
77,None,2000-03-19,None,0.0,0.0,3.0,33.77225,43.7585,26.838501,0.0,0.0,0.0,5.833382,15.659,96.12683,28.109747,30.8885,26.0285,81.21412,96.724884,53.20538,986.7177,989.35675,983.8277,0,3
78,None,2000-03-20,None,0.0,0.0,3.0,35.107254,39.9785,30.0785,0.0,0.0,0.0,8.863716,16.7775,68.901085,29.849752,33.4085,27.2885,81.30047,89.8148,70.22711,985.3951,989.5434,982.8398,0,3
79,None,2000-03-21,None,0.0,0.0,3.0,39.116,45.4685,34.7585,0.0,0.0,0.0,4.2503,9.619101,203.70267,35.66975,37.9985,33.5885,87.77648,97.171555,73.66251,992.9659,994.52936,990.0159,0,3
80,None,2000-03-22,None,0.0,0.0,3.0,45.506,55.098503,36.9185,0.0,0.0,0.0,7.7524233,19.6856,206.42813,39.35225,43.9385,35.0285,80.32271,92.80319,59.864864,994.9212,996.59344,993.5581,0,3
81,None,2000-03-23,None,0.0,0.0,51.0,50.005997,61.6685,41.3285,0.015748031,0.015748031,0.0,11.072585,24.607,139.17218,43.466003,46.4585,40.068497,79.87347,95.908,57.183475,990.759,994.0514,985.0645,0,3
82,None,2000-03-24,None,0.0,0.0,53.0,51.228504,57.348503,45.6485,0.15354331,0.15354331,0.0,15.047878,30.8706,172.12416,47.159756,51.4085,39.0785,86.069984,94.14013,77.677956,977.7646,984.0574,974.07135,0,3
83,None,2000-03-25,None,0.0,0.0,3.0,45.9035,52.7585,39.7985,0.0,0.0,0.0,21.62382,44.5163,280.41354,24.940996,35.1185,18.6485,45.56349,69.01145,25.938974,981.74554,983.587,978.26434,0,3
84,None,2000-03-26,None,0.0,0.0,51.0,44.422245,62.2985,34.4885,0.031496063,0.031496063,0.0,21.167742,42.9504,256.21835,31.676003,44.8385,23.418499,60.963303,67.99988,51.79708,974.239,982.41266,966.75287,0,3
85,None,2000-03-27,None,0.0,0.0,53.0,39.491,46.9085,33.4085,0.03937008,0.03937008,0.0,18.708063,42.9504,311.5166,25.409752,32.2385,14.598501,57.643826,72.32911,40.319824,968.467,972.33093,965.6703,0,3
86,None,2000-03-28,None,0.0,0.0,1.0,37.076,47.1785,29.7185,0.0,0.0,0.0,13.219137,28.6336,350.05167,22.904749,26.2085,19.818499,57.21829,70.90102,40.56518,976.97284,980.7142,972.5074,0,3
87,None,2000-03-29,None,0.0,0.0,1.0,40.046,51.2285,28.0985,0.0,0.0,0.0,5.2031293,10.9613,102.57241,27.91475,32.1485,24.0485,63.864166,85.20041,45.027283,983.72363,985.1613,981.2936,0,3
88,None,2000-03-30,None,0.0,0.0,3.0,43.915997,58.6985,27.918499,0.0,0.0,0.0,5.7032533,10.7376,144.26134,31.990997,37.9985,25.5785,65.62852,90.79372,41.105923,986.83734,988.62836,985.12177,0,3
89,None,2000-03-31,None,0.0,0.0,3.0,46.525997,56.0885,37.8185,0.0,0.0,0.0,12.725366,26.1729,261.544,32.013496,34.7585,27.8285,59.30641,82.463974,33.637913,988.08673,989.85126,986.54834,0,3
90,None,2000-04-01,None,0.0,0.0,51.0,45.659748,55.5485,36.6485,0.007874016,0.007874016,0.0,8.512365,21.2515,246.21957,28.106003,33.0485,21.168499,54.351456,80.64522,25.982931,984.9711,988.1371,979.0586,0,4
91,None,2000-04-02,None,0.0,0.0,3.0,46.540997,56.0885,38.7185,0.0,0.0,0.0,15.36381,33.1076,209.53696,32.448498,36.3785,27.1985,58.47554,70.08363,43.40926,974.91455,978.69025,973.0281,0,4
92,None,2000-04-03,None,0.0,0.0,51.0,39.775997,44.0285,35.6585,0.003937008,0.003937008,0.0,20.338255,44.5163,319.2524,25.6985,33.7685,15.768499,59.257168,89.83056,36.52777,979.5066,984.86694,974.1845,0,4
93,None,2000-04-04,None,0.0,0.0,2.0,37.61975,47.4485,28.9985,0.0,0.0,0.0,13.302158,29.7521,310.51047,17.726,22.6985,14.508501,45.70368,58.58504,28.840532,983.73193,986.0462,979.0577,0,4
94,None,2000-04-05,None,0.0,0.0,51.0,46.413498,64.1885,35.2085,0.043307085,0.043307085,0.0,23.721695,46.0822,220.55807,29.51225,41.4185,19.3685,52.216496,68.40826,36.28179,968.4379,978.2603,961.2812,0,4
95,None,2000-04-06,None,0.0,0.0,3.0,41.684753,47.7185,35.6585,0.0,0.0,0.0,21.327892,45.4111,307.9289,22.151,29.9885,17.7485,47.091137,63.400524,31.475937,978.1116,982.3384,970.1135,0,4
96,None,2000-04-07,None,0.0,0.0,71.0,34.4435,39.0785,31.3385,0.0,0.0,0.13779527,14.048644,30.1995,26.312584,14.279752,17.7485,7.0385017,43.65036,54.499332,32.56531,986.9909,993.977,981.4333,0,4
97,None,2000-04-08,None,0.0,0.0,3.0,38.03975,49.9685,25.668499,0.0,0.0,0.0,14.218595,29.3047,248.99806,18.483501,26.838501,9.5585,46.896297,68.298546,26.819988,990.34174,994.582,982.25854,0,4
98,None,2000-04-09,None,0.0,0.0,3.0,40.263496,47.6285,32.7785,0.0,0.0,0.0,12.106697,26.844,333.22836,22.3685,30.5285,16.1285,50.749893,71.798965,31.36776,987.22675,990.5853,982.1221,0,4
99,None,2000-04-10,None,0.0,0.0,73.0,37.16225,45.9185,30.8885,0.07480315,0.039370075,0.24803151,9.304414,22.1463,88.84268,18.067251,31.7885,12.168499,47.734127,91.36827,32.996765,992.06885,993.17316,990.61804,0,4
100,None,2000-04-11,None,0.0,0.0,71.0,35.801,41.9585,30.5285,0.055118114,0.0039370083,0.38582674,11.600091,25.501799,328.0353,22.413504,31.6085,13.158501,62.300766,92.35287,30.558178,995.05695,997.222,991.8744,0,4
101,None,2000-04-12,None,0.0,0.0,73.0,35.339752,42.9485,26.6585,0.07480315,0.015748028,0.41338584,15.047878,27.738798,128.07063,22.466002,29.088501,16.758501,61.568073,83.386894,35.01919,997.9619,1001.60205,991.2803,0,4
102,None,2000-04-13,None,0.0,0.0,71.0,48.719753,62.8385,36.288498,0.039370082,0.031496063,0.05511811,15.36381,30.1995,168.92783,36.251,46.5485,26.4785,63.150517,81.71328,44.48441,984.5589,990.3295,981.24457,0,4
103,None,2000-04-14,None,0.0,0.0,63.0,44.564747,56.6285,31.9685,0.3503937,0.3503937,0.0,14.306311,31.318,23.17672,39.074745,46.3685,29.2685,81.57491,93.87026,65.49576,979.1001,982.0153,977.1108,0,4
104,None,2000-04-15,None,0.0,0.0,71.0,32.729755,36.1085,30.8885,0.6141732,0.60236216,0.08267716,12.852534,26.620298,28.421118,28.747248,31.8785,26.928501,85.39983,96.76993,69.78693,986.71924,989.6008,982.15076,0,4
105,None,2000-04-16,None,0.0,0.0,71.0,32.3735,34.6685,29.7185,0.14566928,0.12598424,0.13779527,13.490798,26.1729,47.69226,28.82975,30.7985,26.7485,86.68989,95.69664,81.62738,989.57965,990.32245,988.9992,0,4
106,None,2000-04-17,None,0.0,0.0,3.0,34.904747,38.1785,32.1485,0.0,0.0,0.0,6.6095686,15.659,53.867123,29.995996,32.1485,28.0985,82.21211,88.35022,76.31698,988.6059,990.0733,986.0633,0,4
107,None,2000-04-18,None,0.0,0.0,53.0,47.64725,61.2185,34.1285,0.023622049,0.023622049,0.0,7.5959244,17.0012,165.23074,40.072247,47.0885,32.1485,76.51388,94.41645,58.06373,983.7532,985.8296,981.1882,0,4
108,None,2000-04-19,None,0.0,0.0,61.0,47.921005,54.4685,45.0185,0.4055118,0.4055118,0.0,18.838675,38.029,74.53066,41.017246,44.6585,35.7485,77.18371,88.953636,65.007324,980.85236,984.63196,977.9461,0,4
109,None,2000-04-20,None,0.0,0.0,73.0,39.318504,44.3885,36.288498,0.33464566,0.2874016,0.33070868,17.540134,35.1209,22.382383,33.24725,41.1485,20.6285,79.75234,91.78139,49.749325,982.96454,988.19446,979.3191,0,4
110,None,2000-04-21,None,0.0,0.0,2.0,44.624752,59.148502,30.3485,0.0,0.0,0.0,8.790015,18.790798,329.8534,25.349752,37.7285,18.1985,48.574055,69.65391,30.469154,986.6438,989.2203,982.18274,0,4
111,None,2000-04-22,None,0.0,0.0,51.0,54.475998,72.0185,38.7185,0.007874016,0.007874016,0.0,8.77292,19.6856,172.04524,40.1585,52.7585,28.9085,60.041035,84.35642,42.673107,977.3845,981.7223,973.41925,0,4
112,None,2000-04-23,None,0.0,0.0,1.0,55.109756,65.7185,44.568497,0.0,0.0,0.0,12.311632,28.186201,83.61061,43.061,47.808502,38.3585,67.349304,92.772736,38.59468,980.2886,983.48663,976.8263,0,4
113,None,2000-04-24,None,0.0,0.0,0.0,55.871,67.6085,41.058502,0.0,0.0,0.0,7.37871,17.896,96.911125,37.5485,43.4885,34.3985,53.563477,84.17797,29.529917,986.7723,988.5693,984.24994,0,4
